Brand;Brand-href;car_details;car_details-href;car_name;start_price;variant;color
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen Tiguan;https://www.carwale.com/volkswagen-cars/tiguan/;Volkswagen Tiguan;? 28.73 Lakhs;"[{'variant':'Comfortline TDI'},{'variant':'Highline TDI'}]";"[{'color':'Tungsten Silver'},{'color':'Atlantic Blue'},{'color':'Deep Black'},{'color':'Oryx White'},{'color':'Indium Grey'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz GLA;https://www.carwale.com/mercedesbenz-cars/gla/;Mercedes-Benz GLA;? 33.47 Lakhs;"[{'variant':'200 CDI Style'},{'variant':'200 Sport'},{'variant':'200 CDI Sport'},{'variant':'220 d Activity Edition'},{'variant':'45 AMG'}]";"[{'color':'Polar Silver'},{'color':'Jupiter Red'},{'color':'Cirrus White'},{'color':'Mountain Grey'},{'color':'Cosmos Black'}]"
Honda;https://www.carwale.com/honda-cars/;Honda WR-V;https://www.carwale.com/honda-cars/wr-v/;Honda WR-V;? 7.95 Lakhs;"[{'variant':'Honda WR-V S MT Petrol'},{'variant':'Honda WR-V S MT Diesel'},{'variant':'Honda WR-V VX MT Petrol'},{'variant':'Honda WR-V VX MT Diesel'}]";"[{'color':'Premium Amber Metallic'},{'color':'Modern Steel Metallic'},{'color':'Alabaster Silver Metallic'},{'color':'Carnelian Red Pearl'},{'color':'Golden Brown Metallic'},{'color':'White Orchid Pearl'}]"
Nissan;https://www.carwale.com/nissan-cars/;Nissan Sunny;https://www.carwale.com/nissan-cars/sunny/;Nissan Sunny;? 7.48 Lakhs;"[{'variant':'XE'},{'variant':'XL'},{'variant':'XE D'},{'variant':'XL D'},{'variant':'XV D'},{'variant':'XV CVT'}]";"[{'color':'Onyx Black'},{'color':'Night Shade'},{'color':'Blade Silver'},{'color':'Bronze Grey'},{'color':'Pearl White'},{'color':'Sandstone Brown'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Safari;https://www.carwale.com/tata-cars/safari/;Tata Safari;? 9.81 Lakhs;"[{'variant':'4x2 LX DICOR BS IV'},{'variant':'4x2 EX DICOR BS IV'}]";"[{'color':'Arctic Silver'},{'color':'Pearl White'},{'color':'Cycus Grey'},{'color':'Arctic White'},{'color':'Quartz Black'}]"
Honda;https://www.carwale.com/honda-cars/;Honda BR-V;https://www.carwale.com/honda-cars/br-v/;Honda BR-V;? 9.21 Lakhs;"[{'variant':'Honda BR-V E Petrol'},{'variant':'Honda BR-V E Diesel'},{'variant':'Honda BR-V S Petrol'},{'variant':'Honda BR-V V Petrol'},{'variant':'Honda BR-V S Diesel'},{'variant':'Honda BR-V VX Petrol'},{'variant':'Honda BR-V V Diesel'},{'variant':'Honda BR-V V CVT Petrol'},{'variant':'Honda BR-V VX Diesel'}]";"[{'color':'Carnelian Red Pearl'},{'color':'White Orchid Pearl'},{'color':'Golden Brown Metallic'},{'color':'Alabaster Silver Metallic'},{'color':'Modern Steel Metallic'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Zest;https://www.carwale.com/tata-cars/zest/;Tata Zest;? 5.4 Lakhs;"[{'variant':'XE Petrol'},{'variant':'XM Petrol'},{'variant':'XMS Petrol'},{'variant':'XE 75 PS Diesel'},{'variant':'XT Petrol'},{'variant':'XM 75 PS Diesel'},{'variant':'XMS 75 PS Diesel'},{'variant':'XMA Diesel'},{'variant':'XT Diesel'},{'variant':'XTA Diesel'}]";"[{'color':'Buzz Blue'},{'color':'Pristine White'},{'color':'Platinum Silver'},{'color':'Sky Grey'},{'color':'Venetian Red'},{'color':'Dune Beige'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW X1;https://www.carwale.com/bmw-cars/x1/;BMW X1;? 31.51 Lakhs;"[{'variant':'sDrive20d Expedition'},{'variant':'sDrive20d xLine'},{'variant':'sDrive20i xLine'},{'variant':'xDrive20d M Sport'}]";"[{'color':'Alpine White'},{'color':'Black Sapphire'},{'color':'Glacier Silver'},{'color':'Mineral White'},{'color':'Mineral Grey'},{'color':'Sparkling Brown'},{'color':'Platinum Silver'},{'color':'Atlantic Grey'},{'color':'Mediterranean Blue'},{'color':'Chestnut Bronze'},{'color':'Estoril Blue'},{'color':'Sparkling Storm Brilliant Effect'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Bolt;https://www.carwale.com/tata-cars/bolt/;Tata Bolt;? 4.85 Lakhs;"[{'variant':'XE Petrol'},{'variant':'XM Petrol'},{'variant':'XMS Petrol'},{'variant':'XE Diesel'},{'variant':'XT Petrol'},{'variant':'XM Diesel'},{'variant':'XMS Diesel'},{'variant':'XT Diesel'}]";"[{'color':'Venetian Red'},{'color':'Pristine White'},{'color':'Platinum Silver'},{'color':'Dune Beige'},{'color':'Sky Grey'}]"
DC;https://www.carwale.com/dc-cars/;DC Avanti;https://www.carwale.com/dc-cars/avanti/;DC Avanti;? 37.09 Lakhs;"[{'variant':'Standard'}]";"[{'color':'Red'},{'color':'White'},{'color':'Silver'}]"
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen Polo;https://www.carwale.com/volkswagen-cars/polo/;Volkswagen Polo;? 5.53 Lakhs;"[{'variant':'Trendline 1.2L (P)'},{'variant':'Comfortline 1.2L (P)'},{'variant':'Trendline 1.5L (D)'},{'variant':'Highline1.2L (P)'},{'variant':'Allstar 1.2 (P)'},{'variant':'Comfortline 1.5L (D)'},{'variant':'Highline1.5L (D)'},{'variant':'Allstar 1.5 (D)'},{'variant':'GT TSI'},{'variant':'GT TSI Sport'},{'variant':'GT TDI'},{'variant':'GT TDI Sport'}]";"[{'color':'Candy White'},{'color':'Flash Red'},{'color':'Carbon Steel'},{'color':'Reflex Silver'},{'color':'Toffee Brown'},{'color':'Blue Silk'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Venture;https://www.carwale.com/tata-cars/venture/;Tata Venture;? 5 Lakhs;"[{'variant':'LX 8 STR'},{'variant':'EX 8 STR'},{'variant':'GX  8 STR'}]";"[{'color':'Ivory White'},{'color':'Artic White'},{'color':'Champagne Gold'},{'color':'Casltle Grey'},{'color':'Glossy Black'},{'color':'School Yellow'},{'color':'Meteor Silver'},{'color':'Blazing Red'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Omni;https://www.carwale.com/marutisuzuki-cars/omni/;Maruti Suzuki Omni;? 2.86 Lakhs;"[{'variant':'5 STR BS-IV'},{'variant':'E 8 STR BS-IV'}]";"[{'color':'Pearl Blue Blaze Metallic'},{'color':'Silky Silver Metallic'},{'color':'Superior White'},{'color':'Fantasy Black'}]"
Mitsubishi;https://www.carwale.com/mitsubishi-cars/;Mitsubishi Montero;https://www.carwale.com/mitsubishi-cars/montero/;Mitsubishi Montero;? 68.95 Lakhs;"[{'variant':'3.2 Di-D AT'}]";"[{'color':'Warm White Mica'},{'color':'White Solid'},{'color':'Black Mica'},{'color':'Eiger Gray Metallic'},{'color':'Cool Silver Metallic'},{'color':'Quartz Metallic'},{'color':'Platinum Beige Metallic'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Celerio;https://www.carwale.com/marutisuzuki-cars/celerio/;Maruti Suzuki Celerio;? 4.2 Lakhs;"[{'variant':'LXi'},{'variant':'LXi ABS'},{'variant':'VXi'},{'variant':'LXi AMT'},{'variant':'VXi ABS'},{'variant':'ZXi'},{'variant':'LXi AMT ABS'},{'variant':'VXi AMT'},{'variant':'VXi CNG'},{'variant':'VXi AMT ABS'},{'variant':'ZXi Opt'},{'variant':'ZXi AMT'},{'variant':'VXi CNG (O)'},{'variant':'ZXi AMT ABS'}]";"[{'color':'Blazing Red'},{'color':'Cerulean Blue'},{'color':'Silky Silver'},{'color':'Glistening Grey'},{'color':'Pearl Arctic White'}]"
Bentley;https://www.carwale.com/bentley-cars/;Bentley Mulsanne;https://www.carwale.com/bentley-cars/mulsanne/;Bentley Mulsanne;? 4.18 Crores;"[{'variant':'V8'}]";"[{'color':'White'}]"
Fiat;https://www.carwale.com/fiat-cars/;Fiat Avventura;https://www.carwale.com/fiat-cars/avventura/;Fiat Avventura;? 7.58 Lakhs;"[{'variant':'Active Multijet 1.3'},{'variant':'Dynamic Multijet 1.3'},{'variant':'Emotion Multijet 1.3'},{'variant':'T-Jet 1.4'}]";"[{'color':'Bronzo Tan'},{'color':'Exotica Red'},{'color':'Minimal Grey'},{'color':'Hip Hop Black'},{'color':'Bossanova White'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Indigo eCS;https://www.carwale.com/tata-cars/indigoecs/;Tata Indigo eCS;? 6.17 Lakhs;"[{'variant':'LS CR4 BS-IV'},{'variant':'LX CR4 BS-IV'},{'variant':'VX CR4 BS-IV'}]";"[{'color':'Pristine White'},{'color':'Platinum Silver'}]"
Chevrolet;https://www.carwale.com/chevrolet-cars/;Chevrolet Enjoy;https://www.carwale.com/chevrolet-cars/enjoy/;Chevrolet Enjoy;? 6.54 Lakhs;"[{'variant':'1.3 LS 8 STR'},{'variant':'1.3 LS 7 STR'},{'variant':'1.3 LT 8 STR'},{'variant':'1.3 LT 7 STR'},{'variant':'1.3 LTZ 8 STR'},{'variant':'1.3 LTZ 7 STR'}]";"[{'color':'Velvet Red'},{'color':'Caviar Black'},{'color':'Linen Beige'},{'color':'Switchblade Silver'},{'color':'SandDrift Grey'},{'color':'Summit White'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Dzire;https://www.carwale.com/marutisuzuki-cars/dzire/;Maruti Suzuki Dzire;? 5.59 Lakhs;"[{'variant':'LXI'},{'variant':'VXI'},{'variant':'VXI AMT'},{'variant':'LDI'},{'variant':'ZXI'},{'variant':'VDI'},{'variant':'ZXI AMT'},{'variant':'VDI AMT'},{'variant':'ZXI Plus'},{'variant':'ZDI'},{'variant':'ZXI Plus AMT'},{'variant':'ZDI AMT'},{'variant':'ZDI Plus'},{'variant':'ZDI Plus AMT'}]";"[{'color':'Oxford Blue'},{'color':'Gallant Red'},{'color':'Sherwood Brown'},{'color':'Magma Grey'},{'color':'Silky Silver'},{'color':'Pearl Arctic White'}]"
Ferrari;https://www.carwale.com/ferrari-cars/;Ferrari 488;https://www.carwale.com/ferrari-cars/488/;Ferrari 488;? 3.97 Crores;"[{'variant':'GTB'},{'variant':'Spider'}]";"[{'color':'Blu Tour De France'},{'color':'Blu Pozi'},{'color':'Blu Scozia'},{'color':'Nero Daytona'},{'color':'Nero'},{'color':'Blue Abu Dhabi'},{'color':'Grigio Alloy'},{'color':'Vinaccia'},{'color':'Rosso Mugello'},{'color':'Grigio Medio'},{'color':'Grigio Silverstone'},{'color':'Grigio Titanio'},{'color':'Blu Mirabeau'},{'color':'Azzurro'},{'color':'Azzurro (Metallic)'},{'color':'Rosso Corsa'},{'color':'Rosso Suderio'},{'color':'Grigio Ingrid'},{'color':'Bianco Avus'},{'color':'Giallo Modena'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Tigor;https://www.carwale.com/tata-cars/tigor/;Tata Tigor;? 4.89 Lakhs;"[{'variant':'Revotron XE'},{'variant':'Revotron XT'},{'variant':'Revotorq XE'},{'variant':'Revotron XZ'},{'variant':'Revotron XZ (O)'},{'variant':'Revotorq XT'},{'variant':'Revotorq XZ'},{'variant':'Revotorq XZ (O)'}]";"[{'color':'Copper Dazzle'},{'color':'Berry Red'},{'color':'Striker Blue'},{'color':'Platinum Silver'},{'color':'Pearlescent White'},{'color':'Espresso Brown'}]"
Honda;https://www.carwale.com/honda-cars/;Honda Amaze;https://www.carwale.com/honda-cars/amaze/;Honda Amaze;? 5.73 Lakhs;"[{'variant':'Honda Amaze 1.2 E i-VTEC'},{'variant':'Honda Amaze 1.2 E i-VTEC Opt'},{'variant':'Honda Amaze 1.2 S i-VTEC'},{'variant':'Honda Amaze 1.2 S i-VTEC Opt'},{'variant':'Honda Amaze 1.5 E i-DTEC'},{'variant':'Honda Amaze 1.5 E i-DTEC Opt'},{'variant':'Honda Amaze 1.2 SX i-VTEC'},{'variant':'Honda Amaze 1.2 VX i-VTEC'},{'variant':'Honda Amaze 1.2 S AT i-VTEC'},{'variant':'Honda Amaze 1.2 S AT i-VTEC Opt'},{'variant':'Honda Amaze 1.5 S i-DTEC'},{'variant':'Honda Amaze 1.5 S i-DTEC Opt'},{'variant':'Honda Amaze 1.5 SX i-DTEC'},{'variant':'Honda Amaze 1.2 VX AT i-VTEC'},{'variant':'Honda Amaze 1.5 VX i-DTEC'}]";"[{'color':'Bluish Titanium'},{'color':'Golden Brown Metallic'},{'color':'Carnelian Red Pearl'},{'color':'Alabaster Silver Metallic'},{'color':'Urban Titanium Metallic'},{'color':'White Orchid Pearl'},{'color':'Taffeta White'},{'color':'Modern Steel Metallic'}]"
Audi;https://www.carwale.com/audi-cars/;Audi TT;https://www.carwale.com/audi-cars/tt/;Audi TT;? 65.07 Lakhs;"[{'variant':'45 TFSI'}]";"[{'color':'Ibis white'},{'color':'Glacier White'},{'color':'Floret Silver'},{'color':'Mythos Black'},{'color':'Monsoon Grey'},{'color':'Scuba Blue'},{'color':'Nano Grey'},{'color':'Tango Red'}]"
Lamborghini;https://www.carwale.com/lamborghini-cars/;Lamborghini Huracan;https://www.carwale.com/lamborghini-cars/huracan/;Lamborghini Huracan;? 3.01 Crores;"[{'variant':'LP 580-2'},{'variant':'LP 580-2 Spyder'},{'variant':'LP 610-4'},{'variant':'LP 610-4 Avio'},{'variant':'LP 610-4 Spyder'},{'variant':'Performante'}]";"[{'color':'Bianco Canopus'},{'color':'Grigio Lynx'},{'color':'Bianco Monocerus'},{'color':'Blu Caelum'},{'color':'Rosso Mars'},{'color':'Bianco Icarus'},{'color':'Arancio Borealis'},{'color':'Marrone Apus'},{'color':'Verde Mantis'},{'color':'Grigio Nimbus'},{'color':'Bianco Monocerus'},{'color':'Nero Nemesis'},{'color':'Nero Serapis'},{'color':'Giallo Horus'},{'color':'Giallo Midas'},{'color':'Grigio Titans'},{'color':'Blu Achelous'},{'color':'Nero Noctis'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW Z4;https://www.carwale.com/bmw-cars/z4/;BMW Z4;? 78.02 Lakhs;"[{'variant':'sDrive 35i'},{'variant':'sDrive 35i DPT'}]";"[{'color':'Alpine White'},{'color':'Black Sapphire'},{'color':'Melbourne Red'},{'color':'Sparking Brown'},{'color':'Glacier Silver'},{'color':'Mineral Grey'},{'color':'Mineral White'},{'color':'Valencia Orange'}]"
Audi;https://www.carwale.com/audi-cars/;Audi RS7 Sportback;https://www.carwale.com/audi-cars/rs7-sportback/;Audi RS7 Sportback;? 1.58 Crores;"[{'variant':'4.0 TFSI Performance'}]";"[{'color':'Ibis White'},{'color':'Nardo Grey'},{'color':'Suzuka Grey Metallic'},{'color':'Estoril Blue Crystal Effect'},{'color':'Panther Black'},{'color':'Daytona Grey Pearl Effect'},{'color':'Misano Red'},{'color':'Phantom Black'},{'color':'Daytona grey Matt Effect'},{'color':'Ascari Blue'}]"
Toyota;https://www.carwale.com/toyota-cars/;Toyota Land Cruiser Prado;https://www.carwale.com/toyota-cars/landcruiserprado/;Toyota Land Cruiser Prado;? 95.32 Lakhs;"[{'variant':'VX L'}]";"[{'color':'Black'},{'color':'Silver Metallic'},{'color':'Grey Metallic'},{'color':'Pearl White Crystal Shine'},{'color':'Dark Red Mica Metallic'}]"
Force Motors;https://www.carwale.com/forcemotors-cars/;Force Motors Gurkha;https://www.carwale.com/forcemotors-cars/gurkha/;Force Motors Gurkha;? 8.16 Lakhs;"[{'variant':'Xpedition'},{'variant':'Xplorer'}]";"[{'color':'Matt Black'},{'color':'Copper Red'},{'color':'Superior White'},{'color':'Moondust Silver'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Indica eV2;https://www.carwale.com/tata-cars/indicaev2/;Tata Indica eV2;? 5.14 Lakhs;"[{'variant':'LS'},{'variant':'LX'}]";"[{'color':'Mint White'},{'color':'Jet Silver'},{'color':'Sea Blue'},{'color':'Spanish Tan'}]"
Land Rover;https://www.carwale.com/landrover-cars/;Land Rover Discovery Sport;https://www.carwale.com/landrover-cars/discovery-sport/;Land Rover Discovery Sport;? 44.83 Lakhs;"[{'variant':'Pure'},{'variant':'SE'},{'variant':'HSE Petrol'},{'variant':'HSE'},{'variant':'HSE Luxury'}]";"[{'color':'Fuji White'},{'color':'Indus Silver Metallic'},{'color':'Scotia Grey Metallic'},{'color':'Santorini Black Metallic'},{'color':'Firenze Red Metallic'},{'color':'Aintree Green Metallic'},{'color':'Loire Blue Metallic'}]"
Volvo;https://www.carwale.com/volvo-cars/;Volvo XC60;https://www.carwale.com/volvo-cars/xc60/;Volvo XC60;? 47.16 Lakhs;"[{'variant':'Kinetic'},{'variant':'Momentum'},{'variant':'Inscription'}]";"[{'color':'Power Blue'},{'color':'Rich Java'},{'color':'Flemenco Red Pearl'},{'color':'Caspian Blue'},{'color':'Chrystal White Pearl'},{'color':'Black Metallic'},{'color':'Bright Silver Metallic'},{'color':'Passion Red Silver'},{'color':'Twilight Bronze Metallic'},{'color':'Savile Grey Pearl'}]"
Volvo;https://www.carwale.com/volvo-cars/;Volvo S90;https://www.carwale.com/volvo-cars/s90/;Volvo S90;? 54.29 Lakhs;"[{'variant':'Inscription Luxury'}]";"[{'color':'Magic Blue Metallic'},{'color':'Crystal White pearl'},{'color':'Black Black metallic'},{'color':'Mussel Blue metallic'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Aria;https://www.carwale.com/tata-cars/aria/;Tata Aria;? 12.39 Lakhs;"[{'variant':'Pure LX 4x2'},{'variant':'Pleasure 4x2'},{'variant':'Pride 4x4'}]";"[{'color':'Arctic Silver'},{'color':'Quartz Black'},{'color':'Pearl White'}]"
Fiat;https://www.carwale.com/fiat-cars/;Fiat Abarth Punto;https://www.carwale.com/fiat-cars/abarth-punto/;Fiat Abarth Punto;? 10.07 Lakhs;"[{'variant':'T-Jet 1.4 Abarth'}]";"[{'color':'Pearl White'},{'color':'Hip Hop Black'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Nano;https://www.carwale.com/tata-cars/nano/;Tata Nano;? 2.9 Lakhs;"[{'variant':'XM'}]";"[{'color':'Cornflower Blue'},{'color':'Papaya Orange'},{'color':'Meteor Silver'},{'color':'Mojito Green'},{'color':'Pearl White'},{'color':'Rouge Red'},{'color':'Serene White'},{'color':'Royal Gold'},{'color':'Dazzle Blue'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz M-Class;https://www.carwale.com/mercedesbenz-cars/mclass/;Mercedes-Benz M-Class;? 2.55 Crores;"[{'variant':'M Guard'}]";"[{'color':'Polar White'},{'color':'Obsidian Black'},{'color':'Palladium Silver'}]"
Bentley;https://www.carwale.com/bentley-cars/;Bentley Continental Flying Spur;https://www.carwale.com/bentley-cars/continentalflyingspur/;Bentley Continental Flying Spur;? 3.21 Crores;"[{'variant':'V8'},{'variant':'W12'}]";"[{'color':'White'},{'color':'Porcelain White'},{'color':'Breeze'},{'color':'Citric'},{'color':'Silver'},{'color':'Burnt Oak'}]"
Audi;https://www.carwale.com/audi-cars/;Audi R8;https://www.carwale.com/audi-cars/r8/;Audi R8;? 2.61 Crores;"[{'variant':'5.2 V10 Plus'}]";"[{'color':'Vegas Yellow'},{'color':'Ibis White'},{'color':'Dynamite Red'},{'color':'Floret Silver'},{'color':'Camouflage Green'},{'color':'Daytona Grey'},{'color':'Ara Blue Crystal Effect'},{'color':'Suzuka Grey'},{'color':'Mythos Black'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Baleno;https://www.carwale.com/marutisuzuki-cars/baleno/;Maruti Suzuki Baleno;? 5.43 Lakhs;"[{'variant':'Sigma 1.2'},{'variant':'Delta 1.2'},{'variant':'Sigma 1.3'},{'variant':'Zeta 1.2'},{'variant':'Delta 1.2 AT'},{'variant':'Delta 1.3'},{'variant':'Alpha 1.2'},{'variant':'Zeta 1.2 AT'},{'variant':'Zeta 1.3'},{'variant':'Alpha 1.3'},{'variant':'RS 1.0'}]";"[{'color':'Ray Blue'},{'color':'Fire Red'},{'color':'Premium Silver'},{'color':'Premium Urban Blue'},{'color':'Autumn Orange'},{'color':'Granite Grey'},{'color':'Pearl Arctic White'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Eon;https://www.carwale.com/hyundai-cars/eon/;Hyundai Eon;? 3.37 Lakhs;"[{'variant':'D-Lite'},{'variant':'D-Lite +'},{'variant':'D-Lite + AirBag'},{'variant':'Era +'},{'variant':'Era + AirBag'},{'variant':'Era + SE'},{'variant':'Era + LPG'},{'variant':'Magna +'},{'variant':'Era + LPG Airbag'},{'variant':'Magna + AirBag'},{'variant':'Magna + SE'},{'variant':'1.0 Kappa Era +'},{'variant':'Sportz'},{'variant':'1.0 Kappa Magna AirBag'},{'variant':'1.0 Kappa Magna (O) AirBag'}]";"[{'color':'Sleek Silver'},{'color':'Pristine Blue'},{'color':'Polar White'},{'color':'Star Dust'},{'color':'Red Passion'}]"
Maserati;https://www.carwale.com/maserati-cars/;Maserati Quattroporte;https://www.carwale.com/maserati-cars/quattroporte/;Maserati Quattroporte;? 1.55 Crores;"[{'variant':'Diesel'},{'variant':'GTS'}]";"[{'color':'Nero'},{'color':'Bianco'},{'color':'Nero Ribelle'},{'color':'Grigio Maratea'},{'color':'Grigio'},{'color':'Grigio Metallo'},{'color':'Bronzo Siena'},{'color':'Champagne'},{'color':'Blu Passione'},{'color':'Rosso Folgore'},{'color':'Bianco Alpi'}]"
Fiat;https://www.carwale.com/fiat-cars/;Fiat Linea Classic;https://www.carwale.com/fiat-cars/linea-classic/;Fiat Linea Classic;? 6.57 Lakhs;"[{'variant':'1.4 L P Classic'},{'variant':'1.3 L Multijet Classic'},{'variant':'1.3 L Multijet Classic +'}]";"[{'color':'Oceanic Blue'},{'color':'Tuscan Wine'},{'color':'Minimal Grey'},{'color':'Hip Hop Black'},{'color':'New Pearl White'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Nano GenX;https://www.carwale.com/tata-cars/nano-genx/;Tata Nano GenX;? 2.38 Lakhs;"[{'variant':'XE'},{'variant':'XM'},{'variant':'XT'},{'variant':'XMA'},{'variant':'XTA'}]";"[{'color':'Meteor Silver'},{'color':'Sangria Red'},{'color':'Damson Purple'},{'color':'Dazzle Blue'},{'color':'Pearl White'},{'color':'Persian Rose'},{'color':'Royal Gold'}]"
Skoda;https://www.carwale.com/skoda-cars/;Skoda Superb;https://www.carwale.com/skoda-cars/superb/;Skoda Superb;? 25.34 Lakhs;"[{'variant':'Style TSI MT'},{'variant':'Style TSI AT'},{'variant':'Style TDI AT'},{'variant':'L&K TSI AT'},{'variant':'L&K TDI AT'}]";"[{'color':'Candy White'},{'color':'Magnetic Brown Metallic'},{'color':'Black Magic Pearl Effect'},{'color':'Business Grey Metallic'}]"
Ford;https://www.carwale.com/ford-cars/;Ford Aspire;https://www.carwale.com/ford-cars/aspire/;Ford Aspire;? 5.55 Lakhs;"[{'variant':'Ambiente 1.2 Ti-VCT'},{'variant':'Ambiente 1.2 Ti-VCT ABS'},{'variant':'Trend 1.2 Ti-VCT'},{'variant':'Titanium 1.2 Ti-VCT'},{'variant':'Titanium 1.2 Ti-VCT Opt'},{'variant':'Titanium 1.2 Ti-VCT Sports Edition'},{'variant':'Ambiente 1.5 TDCi'},{'variant':'Ambiente 1.5 TDCi ABS'},{'variant':'Titanium Plus 1.2 Ti-VCT'},{'variant':'Trend 1.5 TDCi'},{'variant':'Titanium1.5 TDCi'},{'variant':'Titanium 1.5 TDCi Opt'},{'variant':'Titanium 1.5 TDCi Sports Edition'},{'variant':'Titanium Plus 1.5 TDCi'},{'variant':'Titanium 1.5 Ti-VCT AT'}]";"[{'color':'Ruby Red'},{'color':'Sparkling Gold'},{'color':'Oxford White'},{'color':'Absolute Black'},{'color':'Deep Impact Blue'},{'color':'Moondust Silver'},{'color':'Smoke Grey'}]"
Skoda;https://www.carwale.com/skoda-cars/;Skoda Rapid;https://www.carwale.com/skoda-cars/rapid/;Skoda Rapid;? 8.39 Lakhs;"[{'variant':'Active 1.6 MPI'},{'variant':'Ambition 1.6 MPI'},{'variant':'Active 1.5 TDI'},{'variant':'Ambition 1.6 MPI AT'},{'variant':'Style 1.6 MPI'},{'variant':'Ambition 1.5 TDI'},{'variant':'Style 1.6 MPI AT'},{'variant':'Style 1.5 TDI'},{'variant':'Ambition 1.5 TDI AT'},{'variant':'Style 1.5 TDI AT'}]";"[{'color':'Brilliant Silver'},{'color':'Candy White'},{'color':'Cappuccino Beige'},{'color':'Carbon Steel'},{'color':'Silk Blue'},{'color':'Flash Red'}]"
Jaguar;https://www.carwale.com/jaguar-cars/;Jaguar XF;https://www.carwale.com/jaguar-cars/xf/;Jaguar XF;? 48.59 Lakhs;"[{'variant':'Pure Diesel'},{'variant':'Prestige Petrol'},{'variant':'Prestige Diesel'},{'variant':'Portfolio Petrol'},{'variant':'Portfolio Diesel'}]";"[{'color':'Polaris White'},{'color':'Ultimate Black'},{'color':'Rhodium Silver'},{'color':'Dark Sapphire Blue'},{'color':'Caesium Blue'},{'color':'Italian Racing Red'},{'color':'Storm Grey'},{'color':'Aurora Red'},{'color':'Odyssey Red'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Tucson;https://www.carwale.com/hyundai-cars/tucson/;Hyundai Tucson;? 19.43 Lakhs;"[{'variant':'2WD MT Petrol'},{'variant':'2WD MT Diesel'},{'variant':'2WD AT GL Petrol'},{'variant':'2WD AT GL Diesel'},{'variant':'2WD AT GLS Diesel'}]";"[{'color':'Star Dust'},{'color':'Pure White'},{'color':'Sleek Silver'},{'color':'Phantom Black'},{'color':'Wine Red'}]"
Aston Martin;https://www.carwale.com/astonmartin-cars/;Aston Martin V8 Vantage;https://www.carwale.com/astonmartin-cars/v8vantage/;Aston Martin V8 Vantage;? 1.86 Crores;"[{'variant':'Coupe'},{'variant':'Roadster'},{'variant':'S Coupe'}]";"[{'color':'China Grey'},{'color':'Stratus White'},{'color':'Silver Blonde'},{'color':'Mariana Blue'},{'color':'Appletree Green'},{'color':'Selene Bronze'},{'color':'Onyx Black'},{'color':'Tungsten Silver'},{'color':'Marron Black'},{'color':'Madagascar Orange'},{'color':'Mako Blue'},{'color':'Jet Black'},{'color':'Midnight Blue'},{'color':'Silver Fox'},{'color':'Meteorite Silver'},{'color':'Cinnabar Orange'},{'color':'Volcano Red'},{'color':'Viridian Green'},{'color':'Grey Bull'},{'color':'Hardly Green'},{'color':'Hammerhead Silver'},{'color':'Cobalt Blue'},{'color':'Arizona Bronze'}]"
Jeep;https://www.carwale.com/jeep-cars/;Jeep Grand Cherokee;https://www.carwale.com/jeep-cars/grandcherokee/;Jeep Grand Cherokee;? 94.01 Lakhs;"[{'variant':'Limited'},{'variant':'Summit'},{'variant':'SRT'}]";"[{'color':'Deep Cherry Red Crystal Pearl'},{'color':'Brilliant Black Crystal Pearl'},{'color':'Bright White'},{'color':'True Blue Pearl'},{'color':'Granite Crystal'},{'color':'Billet Silver'}]"
Eicher Polaris;https://www.carwale.com/eicherpolaris-cars/;Eicher Polaris Multix;https://www.carwale.com/eicherpolaris-cars/multix/;Eicher Polaris Multix;? 3.19 Lakhs;"[{'variant':'AX +'},{'variant':'MX'}]";"[{'color':'Rich Red'},{'color':'Bright Yellow'},{'color':'Pure White'},{'color':'Soft Silver'}]"
